Franchise Number,Name,Owner,Address,City,State,Zip
10511,Hyde Park/E. Bridgeport/Bronzeville,"Zubricki, Frank G. & Patricia & Zubricki, Anthony F. & Zubricki, Amanda L. & Zubricki, Stephanie L.",410 E 47th Street #100,Chicago,IL,60653-
10512,North Leon County,"Kile, David C.","3841 Killearn Ct, Ste B",Tallahassee,FL,32309-
10513,East Mahoning County,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.","762 Bev Road, Unit 2",Youngstown,OH,44512-
10514,Montebello,"Hoge, Thomas & Regina",12001 Woodruff Ave. Unit A,Downey,CA,90241-
10515,North Sacramento,"Awwad, Samer B. & Wahiba","45 Goldenland Ct, Ste 110",Sacramento,CA,95834-
10516,Sooland,"Marchese, Matthew Michael & Lindy R.",3220 Line Drive,Sioux City,IA,51106-
10517,Town & Country,"Shaw, Derek D. & Gabrielle G. & Meacham, Randy & Susan",2436 Peyton Road,Houston,TX,77032-
10519,Litchfield/West Phoenix,"Odeh, Qaisar M. & El-Mousa, Omar A.","1050 N. Eliseo Felix Jr Way, Suite 104",Avondale,AZ,85323-
10520,Beaumont,"Callahan, II, William A. & Callahan, Sheri H. & Callahan, Jordan T.",2125 Stillwater Drive #113,Beaumont,TX,77705-
10521,Northeast San Antonio,"Hart, Mark D. & Natalie M.",10601 Sentinel Drive,San Antonio,TX,78217-
10522,Lacey,"Friermuth, K. Doug & Friermuth, Kevin D.",14224 Pioneer Way E,Puyallup,WA,98372-
10523,Phoenix,"Wolfswinkel, Jason Daryl",7600 N 15th St #150B,Phoenix,AZ,85020-
10524,Central Phoenix,"Wolfswinkel, Jason Daryl",2942 N 24th St #114B,Phoenix,AZ,85016-
10525,East Phoenix,"Wolfswinkel, Jason Daryl",3306 E Washington Street,Phoenix,AZ,85034-
10531,Carmichael,"Carpenter, Robert & Jennifer","6801 Fair Oaks Boulevard, Suite D",Carmichael,CA,95608-
10532,Chillicothe/Cameron/Richmond,"Williams, Blake F.",P.O. Box 977,Chillicothe,MO,64601-
10533,South Livingston Parish,"Reed, Michael J. & Reed, Chelsea L. & Reed, Olivia F.",947 Florida Ave SW,Denham Springs,LA,70726-
10534,Sylmar/San Fernando,"Chikko-Rasho, Helen",14412 Hamlin Street,Van Nuys,CA,91401-
10535,Derry/Londonderry,"Lyndes, Jum & Lyndes, Jamie",22 Manchester Rd Unit 9,Derry,NH,03038-
10537,Sumter County/Villages/Marion Oaks,"Furlow, Rodney O.",3120 NE 37th Place,Wildwood,FL,34785-
10538,Ronkonkoma,"Kilmeade, Steven D.",2460 Ocean Avenue,Ronkonkoma,NY,11779-
10539,La Jolla,"Ablahad, Angela",9097 Kenamar Drive,San Diego,CA,92121-
10540,Scripps Ranch/Mira Mesa/Rancho Penasquitos,"Ablahad, Angela",7920 Arjons Drive #A,San Diego,CA,92126-
10543,Anniston,"Lamey, Christopher C. & Jennifer H.",1140 Deerfoot Parkway,Rainbow City,AL,35906-
10544,Gadsden,"Lamey, Christopher C. & Jennifer H.",1140 Deerfoot Parkway,Rainbow City,AL,35906-
10545,St. Louis Central,"Wolfe, David & Angie",2118 59th Street,St. Louis,MO,63110-
10546,Newport Beach,"Chennells, Aaron & Brigit & Dudas, Paul & Beth",21531 Surveyor Circle,Huntington Beach,CA,92646-
10547,Silver Lake/Echo Park,"Gabledon, Jr., Albert & Gabledon, Yvette",840 N Broadway Street Suite 202E,Los Angeles,CA,90012-
10548,Douglas & Otter Tail Counties,"Rossum, Trevor R.","2010 42nd Avenue W, Suite 200",Alexandria,MN,56308-
10549,Rapid City,"Peters, David S.",2830 West Omaha Street,Rapid City,SD,57702-
10551,Rockwall/Rowlett,"Longacre, John David",8301 Lakeview Parkway 111-245,Rowlett,TX,75088-
10552,Miami Beach,"Hrbek, Joel & Palmira",P.O. Box 403517,Miami Beach,FL,33140-
10553,Oxford/Batesville/Clarksdale,"Jones, Steven B. & Tara D.",P.O. Box 2458,Oxford,MS,38655-
10555,North Mobile County,"Mayhall, T. John & Amanda & Mayhall, Christopher L.",2781 Macmae Drive,Mobile,AL,36606-
10556,Mobile Northwest,"Mayhall, T. John & Amanda & Mayhall, Christopher L.",2781 Macmae Drive,Mobile,AL,36606-
10560,West Greenville County,"Lee, Johnny M. & Valerie R.",1561 Piedmont Highway,Piedmont,SC,29673-
10565,Rialto/Bloomington,"Borcsa, Csaba",P.O. Box 708,Highland,CA,92346-
10569,Wilmington/Lomita/S. Harbor City,"Ciolac, Toza","1008 N. Avalon Boulevard, Suite #2099",Wilmington,CA,90744-
10571,Old Saybrook,"Luciani, Mario G. & Mazzone, Brian P. & Richitelli, John S.",1254 South Broad Street,Wallingford,CT,06492-
10573,Branford/Shoreline,"Luciani, Mario G. & Mazzone, Brian P. & Richitelli, John S.",1254 South Broad Street,Wallingford,CT,06492-
10574,South San Bernardino City,"Paris, Alin & Lacatus, Diane Elena","1802 Commercenter West, Suite G",San Bernardino,CA,92408-
10575,Aurora Central,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.",14101 E Otero Avenue Suite 500,Englewood,CO,80112-
10577,Orangeburg,"Burger, Jacob M.",P.O. Box 487,Orangeburg,SC,29116-
10578,Helotes and Leon Springs,"Tonroy, Andrew Austin & Konke, Jr., Gary Alan & Masters, Emily C.",407 Highway 289,Comfort,TX,78013-
10582,Athens & Gallia Counties,"Hughes, Travis P. & Jennifer M.",P. O. Box 1089,Jackson,OH,45640-
10584,Hayward,"Klar, Andrea M.",12826N US Highway 63,Hayward,WI,54843-
10586,Bel Air/West Hollywood,"Jeffries, Daniel & Amin, Arezo",8335 Sunset Boulevard #314,West Hollywood,CA,90069-
10589,Westminster,"Ramirez, Laura",7570 Garden Grove Boulevard,Westminster,CA,92683-
10591,Shrewsbury/Westborough,"McKendall, IV, F. Donald",11 Turnpike Road Suite 7,Southborough,MA,01772-
10592,Bradley County,"Cuthbertson, Jeffrey & Jessica",9046 Jetrail Drive,Ooltewah,TN,37363-
10593,Montclair/West Orange,"Wishnia, Joseph",3 North Willow Street,Montclair,NJ,07042-
10594,Freehold,"Fox, Oliver J. & Monika B.",306 Monmouth Road,Millstone,NJ,08510-
10595,Middletown,"Fox, Oliver J. & Monika B.",331 Newmans Springs Road,Red Bank,NJ,07701-
10596,South Jersey City/Bayonne,"Fox, Oliver J. & Monika B.",Suite #1030 701 State Route 440 Suite 16,Jersey City,NJ,07304-
10597,Kansas City Midtown,"Bates, Cory & Hogan, Michael",3323 Roanoke Road,Kansas City,MO,64111-
10599,Central Schaumburg/West Bloomingdale,"Odean, Benjamin & Oana",962 Estes Ct,Schaumburg,IL,60193-
10605,Twin Falls & Jerome Counties,"Balbas, Luke A. & Amber C.",21318 Hwy 30,Filer,ID,83328-
10607,Simi Valley,"Reed, Alan F. & Corral, Manuel T. & Barber, Darryn","2655 Park Center Drive, Unit B",Simi Valley,CA,93065-
10614,Spencer & Iowa Great Lakes,"Brooks, Ryan L.",P.O. Box 673,Spencer,IA,51301-
10615,Romulus/Taylor,"Miller, Randy & Tina",6750 Monroe Blvd,Taylor,MI,48180-
10616,Downriver,"Miller, Randy & Tina",6750 Monroe Blvd,Taylor,MI,48180-
10617,Naples/Marco Island,"Panster, Michael",2900 S. Horseshoe Drive # 1400,Naples,FL,34104-
10618,Des Moines SW,"Meyer, Brian Carlos",2150 Milton Avenue,Des Moines,IA,50317-
10619,Des Moines East,"Meyer, Brian Carlos",2150 Milton Avenue,Des Moines,IA,50317-
10620,El Monte,"Arteaga, Homero",1191 Huntington Dr #247,Duarte,CA,91010-
10621,Norwalk,"Arcila, Edgardo",1261 N Lakeview Avenue Ste J-510,Anaheim,CA,92807-
10622,Southern Trumbull County,"Dobson, Andrew J. & Katelyn A. & Dobson, James P.",3600 Youngstown Road SE,Warren,OH,44484-
10626,Cherokee County,"Bisig, Justin & Bisig, Brandon","225 Creekstone Ridge, #300",Woodstock,GA,30188-
10627,Forsyth and Dawson Counties,"Bisig, Justin & Bisig, Brandon",1720 Redi Road,Cumming,GA,30040-
10629,Van Nuys South,"Fowler, Jason N. & Denise M.","15500 Erwin Street, Unit 1097",Van Nuys,CA,91411-
10631,Reading,"Wilson, Timothy R. & Cara W.",1612 East Main Street,Douglassville,PA,19518-
10632,Pottsville,"Wilson, Timothy R. & Cara W.",1375 Centre Turnpike,Orwigsburg,PA,17961-
10634,"Chattooga, Dade & West Walker Counties","Peterson, Matthew Z. & Samantha C.",25 Hannah Way,Rossville,GA,30741-
10636,Irwindale/Baldwin Park,"McCann, Joseph & Danielle",14617 Ramona Blvd Suite B,Baldwin Park,CA,91706-
10637,East Brownsville & South Padre Island,"Doniz, Juan & Moreno, Pedro U.",310 E. Main Ave,Alton,TX,78573-
10639,Western Union County,"Delfino, Christopher J.",2600 US-22,Scotch Plains,NJ,07076-
10640,Manchester/Mansfield,"Garcia, MD, Noemi T.",100 Peters Road,Bloomfield,CT,06002-
10641,North Central San Antonio,"Richards, Jared F. & Kaufman, Jonah M.","12103 Radium Street, Suite 101",San Antonio,TX,78216-
10643,Lake Elsinore/Perris/Menifee Northwest,"Lingurar, George & Rodica S.",500 W Graham Ave #1181,Lake Elsinore,CA,92530-
10644,St. Louis County Northwest,"Thole, Kevin A. & Hulsey, Matthew",12685 Dorsett Road #331,Maryland Heights,MO,63043-
10646,San Gabriel,"Ho, Eric","4961 Santa Anita Avenue, Unit D",Temple City,CA,91780-
10647,Northwest Genesee County,"Ingersoll, Joshua A. & Dingman, Dean M.",4250 Lennon Road,Flint,MI,48507-
10648,Fenton,"Ingersoll, Joshua A. & Dingman, Dean M.",4250 Lennon,Flint,MI,48507-
10649,"Wood, Ritchie & Pleasants Counties","Miller, James A.",2400 Gihon Road,Parkersburg,WV,26101-
10650,Cedar Mill/Oak Hills,"Carley, Jayson & Heather",17110 NW Broken TOP Drive,Beverton,OR,97006-
10655,NE Salt Lake City/Park City,"Driggs, Andrew West",2212 S West Temple #50,Salt Lake City,UT,84115-
10656,North Thornton/Brighton,"Harvey, Brian K. & Betsy Wells",5311 Niagara St.,Commerce City,CO,80022-
10657,Gilbert,"Curran, Thomas A. & Tax, James",45 N. Sunway Drive,Gilbert,AZ,85233-
10658,Chandler South,"Curran, Thomas A. & Tax, James",45 N. Sunway Drive,Gilbert,AZ,85233-
10659,Duluth,"Ausband, Jr., Robert E.",6941 Peachtree Industrial Blvd,Norcross,GA,30092-
10660,Alamo Heights,"Simonis, Erik A. & Samantha S.",4040 Broadway Suite 240,San Antonio,TX,78209-
10661,West Beaver County,"Krivan, Jeffrey J. & Diane M.",403 Pennsylvania Avenue,Monaca,PA,15061-
10662,North East Chester County,"Andris, Michael J. & Monica P. & Andris, Jr., Michael & Andris, Laura A. & Andris, Christopher",2760 Schuylkill Road,Spring City,PA,19475-
10664,Baltimore's Inner Harbor,"Holland, Charles Jeffery",6671 Santa Barbara Road Suite R,Elkridge,MD,21075-
10665,Idaho Falls,"Price, Skylar & Tamara",2525 Boge Avenue Suite A,Idaho Falls,ID,83401-
10667,Galesburg and Macomb,"Fletcher, Jason B.",P.O. Box 1551,Galesburg,IL,61402-
10668,"Christian, Todd, Logan and Simpson Counties","Moody, William J. & Porter, Susan",410 E 11th Street,Hopkinsville,KY,42240-
10669,Sumner County,"Sullins, Heather P. & Cody & Pospisil, Bob & Lori & Sullins, Cory",229 Innovation Way,Hendersonville,TN,37075-
10670,Blackfoot/Pocatello,"Hargis, Tyler D. & Emily G.",525 W. Maple Street,Pocatello,ID,83201-
10674,West Hamilton/Oxford,"Wright, Patrick A.",1850 Summit Road,Cincinnati,OH,45237-
10676,Denton,"Stokes, Kristi M. & Jeffrey A.",3412 Schuyler Street,Denton,TX,76207-
10677,Bonita Springs/Estero,"Ferguson, John R. & Ferguson, John A.",1685 Target Court #22,Fort Myers,FL,33905-
10678,Long Island City,"Luzzi, Dion M.",30-31 60th Street,Woodside,NY,11377-
10679,Stillwater & Guthrie,"Jones, David D. & Jamie E.",112 NE 138th Street,Edmond,OK,73013-
10681,Madison County,"Hansbrough, John R. & Gisele P.",134 Marketridge Drive,Ridgeland,MS,39157-
10684,Vacaville/Dixon,"Elvis, Matthew J. & Shelley C.",69 Commerce Place,Vacaville,CA,95687-
10689,South & West Spokane County,"Knight, Steve & Brandy & Knight, Chandler",4625 E. Trent Avenue,Spokane,WA,99212--1342
10691,Edina/Eden Prairie,"Nitzsche, Grant & Alissa",6350 Carlson Drive,Eden Prairie,MN,55346-
10696,East Bradenton/Lakewood Ranch,"Ross, John D. & Haley",2416 1st Street,Bradenton,FL,34208-
10697,West Bradenton/Anna Maria,"Ross, John D. & Haley",2416 1st Street,Bradenton,FL,34208-
10698,West Pasco,"George, Jeremy & Nora",7920 Evies Way,Port Richey,FL,34668-
10699,Hernando County,"George, Jeremy & Nora",7920 Evies Way,Port Richey,FL,34668-
10700,Wesley Chapel,"George, Jeremy & Nora",7920 Evies Way,Port Richey,FL,34668-
10701,Inglewood,"Odisho, Johnson Z.",1016 W. Hillcrest Boulevard,Inglewood,CA,90301-
10702,Salem/Peabody/Marblehead,"Fox, Jonathan Ray",5 Greenledge Street,Salem,MA,01970-
10703,"Cumberland, Morgan & White Counties","Jones, Kelly J. & Scot F.",96 Taylors Chapel Road,Crossville,TN,38572-
10705,Southern Gaston County,"Cox, J. Daniel & Benkeser, Penny",9006 Perimeter Woods Drive,Charlotte,NC,28216-
10707,Downtown Charleston,"Bowen, Brian H. & Bowen, Bruce H.","1032 Legrand Blvd, Unit B",Charleston,SC,29492-
10711,Dothan,"Gilbert, Robert C.",207 Roney Road,Dothan,AL,36305-
10712,"Coffee, Dale, Geneva & Henry Counties","Gilbert, Robert C.",207 Roney Road,Dothan,AL,36305-
10713,Western O'Fallon/Wentzville,"Young, Gregory A. & Joanne C.",122 Highway A,Wentzville,MO,63385-
10716,Downtown Atlanta,"Northen, Rick R.",8850 Dunwoody Place,Atlanta,GA,30350-
10719,Northwest Albuquerque,"Southall, Niko R. & Katrina M.",3807 Academy Pkwy South NE,Albuquerque,NM,87109-
10720,"Marion, Adair & Russell Counties","Cox, W. DeWayne & Lisa R.",6869 N. Dixie Hwy,Elizabethtown,KY,42701-
10722,Escondido,"Araya, Juan C. & Araya, Jose A.",2870 S. Santa Fe Avenue,San Marcos,CA,92069-
10724,Glenview,"Thompson, Jeffery L.",1510 Paddock Drive,Northbrook,IL,60062-
10726,Hesperia/Apple Valley,"Brogdon, Rick & Rhonda",17229 Lemon Street,Hesperia,CA,92345-
10727,Central Little Rock/Cammack Village,"Legg, Donald & Aydlett, Brandon M.",7517 Counts Massie Road,North Little Rock,AR,72113-
10731,South Bronx,"Riaz, Parvez",191 Willow Avenue,Bronx,NY,10454-
10733,Westland/West Garden City,"Miller, Randy & Tina",6750 Monroe Blvd,Taylor,MI,48180-
10735,Augusta/Waterville,"Wolverton, Anthony",7 Townsend Road,Augusta,ME,04330-
10737,Gallatin County,"Holland, William B.",18400 Yankee Creek Road Suite 2,Gallatin Gateway,MT,59730-
10738,"Versailles, Nicholasville and Danville","Phillips, Jason",P.O. Box 23517,Lexington,KY,40523-
10739,"Bourbon, Clark, Harrison & Montgomery Counties","Phillips, Jason",P.O. Box 23517,Lexington,KY,40523-
10740,San Jacinto/Idyllwild/Lakeview,"Antim, Camelia E. & Antim, Adrian",175 E Shaver Street,San Jacinto,CA,92583-
10742,West Akron,"Kolenz, Laurel C. & Gentile, Maureen L.",520 S Main Street Ste 2511-8,Akron,OH,44311-
10749,Lapeer,"Chesser, Eric D.",507 McCormick Drive,Lapeer,MI,48446-
10750,Grand Blanc,"Chesser, Eric D.",507 McCormick Drive,Lapeer,MI,48446-
10751,Westlake,"Cohen, Sam",1022 Venice Blvd.,Los Angeles,CA,90015-
10755,McLean,"Wilson, Daniel R. & Shannon M.",4270 John Marr Drive #844,Annandale,VA,22003-
10756,Annandale-Falls Church,"Wilson, Daniel R. & Shannon M.",4270 John Marr Drive #844,Annandale,VA,22003-
10757,South Arlington,"Wilson, Daniel R. & Shannon M.",4270 John Marr Drive #844,Annandale,VA,22003-
10758,Murrieta,"Ferarita, Anthony",25261 Jefferson Ave,Murrieta,CA,92562-
10759,Loudon & Roane Counties,"Greenway, John A. & Kristina L.",330 Highway 70 W.,Lenoir City,TN,37771-
10760,Allen,"Longacre, John David","101 N. Greenville Avenue, Suite C437",Allen,TX,75002-
10761,East Pembroke Pines,"Fenero, Morena D.",911 NW 209th Avenue Suite 103,Pembroke Pines,FL,33029-
10763,Longmont,"Dudderar, Kyle B.","41 3rd Avenue, Unit C",Longmont,CO,80501-
10764,East Portland,"Cercea, Moise & Paula",12013 NE Marx ST Bldg 5,Portland,OR,97220-
10765,Wilson County,"Isaacson, Michael A. & Katherine",2550 Highway 109 N,Lebanon,TN,37090-
10766,Medford/Ashland,"Bestul, John Robert",1492 Burlcrest Drive,Medford,OR,97504-
10767,Grants Pass/Central Point,"Bestul, John Robert",1492 Burlcrest Drive,Medford,OR,97504-
10768,West Littleton/Sheridan,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.",14101 E Otero Avenue Suite 500,Englewood,CO,80112-
10769,Castle Rock,"Ellerbroek, Travis J. & Ellerbroek Jr., Michael J. & Ellerbroek, Joseph A. & Ellerbroek, Nicholas J.",14101 E Otero Avenue Suite 500,Englewood,CO,80112-
10771,Newtown and Southern Litchfield County,"Geaski, Gregory J.",232 Amity Road,Woodbridge,CT,06525-
10772,Putnam County,"Smith, Scott C. & Lisa Ann L.",97 Old Route 6  #10,Carmel Hamlet,NY,10512-
10773,North Central Colorado Springs,"Valdez, Matthew F.",7917 Red Granite Loop Unit 120,Colorado Springs,CO,80939-
10774,Plymouth/Long Lake/Medina,"Nitzsche, Grant & Alissa",6350 Carlson Drive,Eden Prairie,MN,55346-
10775,Highland Park/Deerfield,"Cowell, Bradley S. & Kelly E.",191 Ambrogio Drive,Gurnee,IL,60031-
10780,"Chilton, Coosa, Tallapoosa & Chambers Counties","Teeters, Chris & Dawn M.",1222 US Highway 280,Kellyton,AL,35089-
10785,Studio City/Valley Village,"Reed, Alan F. & Corral, Manuel T. & Barber, Darryn",16601 Ventura Blvd. 4th floor,Encino,CA,91436-
10788,Napa County,"Espinal-Perez, Jesus H. & Medina, Jenny M. V.",P.O. Box 1070,Rohnert Park,CA,94928-
10789,East Evansville,"Dupree, William",8117 Burch Park Drive,Evansville,IN,47725-
10790,Hawaii,"Konishi, Brian & Perez, Lorena A.",P.O. Box 4545,Kailua-Kona,HI,96745--4545
10791,Southwest Grand Rapids,"Oosterheert, Randal J. & Brummel, Theodore T.",2051 Pine Ridge Dr.,Jenison,MI,49428-
10792,Southeast Grand Rapids,"Oosterheert, Randal J. & Brummel, Theodore T.",2051 Pine Ridge Dr.,Jenison,MI,49428-
10793,Northwest Grand Rapids,"Oosterheert, Randal J. & Brummel, Theodore T.",2051 Pine Ridge Dr.,Jenison,MI,49428-
10794,Columbia County,"York, Jimmy & Gina & Cory, Patrick T. & Joanna M.",683 Commerce Court,Evans,GA,30809-
10795,Augusta South/Burke & Wilkes Counties,"York, Jimmy & Gina & Cory, Patrick T. & Joanna M.",636 South Old Belair Road,Grovetown,GA,30813-
10796,Summerville and Walton Way,"York, Jimmy & Gina & Cory, Patrick T. & Joanna M.",1407-B Monte Sano Avenue,Augusta,GA,30904-
10799,Mankato/Owatonna,"Green, Kenneth L.",1150 N River Dr,Mankato,MN,56001-
10800,Greater Waco,"Moore, Theodore R. & Kimberly A.","116 Ava Drive, Suite A",Hewitt,TX,76643-
10801,Southern Lorain County,"Parker, Kenneth N. & Pack, Ronnie D. & Spence, Michael R. & Hinders, Nathan P.",6850 Lake Avenue,Elyria,OH,44035-
10802,The North Coast,"Parker, Kenneth N. & Pack, Ronnie D. & Spence, Michael R. & Hinders, Nathan P.",13811 W Parkway Road,Cleveland,OH,44135-
10803,Northwest Cuyahoga County,"Parker, Kenneth N. & Pack, Ronnie D. & Spence, Michael R. & Hinders, Nathan P.",6856 Lake Avenue,Elyria,OH,44035-
10806,South Rancho Cucamonga,"Sonboli, Mehdi & Carmen",7615 Etiwanda Avenue #118,Rancho Cucamonga,CA,91739-
10807,Glastonbury/Wethersfield,"Garcia, MD, Noemi T.",49 Putnam Blvd,Glastonbury,CT,06033-
10808,Berlin/Williamstown,"Gibbs, James",8 Steelmans Lane Suite C-1,Egg Harbor Township,NJ,08234-
10809,Weston/West Davie,"Locandro, Russell J. & Jennifer A.",15951 SW 41st Street Suite 300,Davie,FL,33331-
10810,Dorchester County,"Ferm, Brandon C. & Elizabeth L.",3609 Ashley Phosphate Road,North Charleston,SC,29418-
10813,Van Nuys North,"Chikko-Rasho, Helen",14412 Hamlin Street,Van Nuys,CA,91401-
10818,Clovis,"Bouchard, Daniel & Teresa L.",546 Spruce Avenue Suite 101,Clovis,CA,93611-
10819,Arlington Heights/Prospect Heights,"Frangella, James & Jill",3400 W Stonegate Blvd.,Arlington Heights,IL,60005-
10821,Cecil County,"Hughes, Michael",202 E Pulaski Hwy,Elkton,MD,21921-
10822,Brandon/North Riverview,"Jones, Brian E.",6528 Hwy 301 South,Riverview,FL,33578-
10823,Fall River,"Glassman, Douglas",292 North Main Street,Fall River,MA,02720-
10824,Middletown/New Britain,"Skov, Timothy","14 Industrial Park Place, Suite 1A",Middletown,CT,06457-
10825,Auburn/Rocklin,"Wardlaw, John Charles & Stephanie",1331 Aviation Blvd #120,Lincoln,CA,95648-
10826,East Meadow/Westbury,"Kilmeade, Steven D.",2460 Ocean Avenue,Ronkonkoma,NY,11779-
10828,Forest Hills/Ridgewood,"Allen, Robert",16-46 Stephen Street,Ridgewood,NY,11385-
10829,North Oklahoma City,"Hickman, Nicholas W. & Laurin R.",7312 NW 164th Street Suite 100,Edmond,OK,73013-
10831,Houston Heights,"Reyes-Rivera, Ruben",2500 Yale Street,Houston,TX,77008-
10832,Centre City/Uptown,"Sussman, Benjamin M. & Katz, Jordan J.",550 West B Street,San Diego,CA,92101-
10833,Norwood/West Roxbury,"Kurzontkowski, David",257 Washington Street,Westwood,MA,02090-
10835,Watsonville/Hollister,"Carrillo, Steven F.",11345 Commercial Parkway,Castroville,CA,95012-
10836,Wood River Valley,"Balbas, Luke A. & Amber C.",21318 Hwy 30,Filer,ID,83328-
10837,"Allston, Brighton & Brookline","Brandao, Helder",26 Lincoln Street Suite 3,Brighton,MA,02135-
10838,Bellflower,"Bonilla-Perez, Victor M. & Florentino, Noemy",17040 Clark Avenue,Bellflower,CA,90706-
10839,Lyon & Storey Counties,"Allen, John & Kimberly",193 Shady Lane,Stateline,NV,89449-
10840,Upper West Side North,"Vargas, Benjamin O.",105 West 86th Street,New York,NY,10024-
10841,Fort Smith,"Wilson, Brandon & Kelley, Carrie & Kelley, A. Jordan & Kelley, Jason",3500 Jenny Lind Road,Fort Smith,AR,72901-
10842,East Kalamazoo,"Blodgett, Anthony & Meyer, Stephen A.",1121 Miller Road #2691,Kalamazoo,MI,49003-
10843,NE San Jose,"Burke, Mark",2530 Berryessa Road #151,San Jose,CA,95132-
10845,Metairie,"Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",109 E 3rd Street,Kenner,LA,70062-
10846,"North Kenner, Harahan & Lakeview","Metteauer, Jim A. & Love, Jr., William R. & Rosson, Taylor R.",109 E 3rd Street,Kenner,LA,70062-
10847,Hackensack/Little Ferry,"Majeski, John",100 Louis Street Unit L,South Hackensack,NJ,07606-
10848,Piatt/DeWitt Counties,"McGuire, David & Suzanne",3813 N Cunningham Avenue,Urbana,IL,61802-
